date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202053,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,LU,pharmacy,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,LU,hospital,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,LU,hospital,0,location,413120,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,LU,hospital,212,location,413120,212,NA,0.067,6.7,4.9,0.05,0.05,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,LU,hospital,574,location,413120,786,NA,0.155,15.5,9.8,0.14,0.19,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,LU,hospital,450,location,413120,1236,NA,0.108,10.8,10.2,0.11,0.3,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,LU,hospital,125,location,413120,1361,NA,0.016,1.6,6.800000000000001,0.03,0.33,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,LU,hospital,489,location,413120,1850,NA,0.158,15.8,8,0.12,0.45,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,LU,hospital,412,location,413120,2262,NA,0.1,10,8.3,0.1,0.55,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,LU,hospital,216,location,413120,2478,NA,0.039,3.9,7.6,0.05,0.6,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,LU,hospital,552,location,413120,3030,NA,0.074,7.3999999999999995,7.5,0.13,0.73,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,LU,hospital,681,location,413120,3711,NA,0.085,8.5,7.7,0.16,0.9,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,LU,hospital,980,location,413120,4691,NA,0.184,18.4,8.7,0.24,1.14,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,LU,hospital,1625,location,413120,6316,NA,0.252,25.2,10.5,0.39,1.53,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,LU,hospital,1478,location,413120,7794,NA,0.154,15.4,11.200000000000001,0.36,1.89,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,LU,hospital,1507,location,413120,9301,NA,0.194,19.400000000000002,12,0.36,2.25,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,LU,hospital,1776,location,413120,11077,NA,0.201,20.1,12.8,0.43,2.68,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,LU,hospital,2519,location,413120,13596,NA,0.255,25.5,14.099999999999998,0.61,3.29,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,LU,hospital,2934,location,413120,16530,NA,0.189,18.9,14.799999999999999,0.71,4,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,LU,hospital,2766,location,413120,19296,NA,0.162,16.2,15,0.67,4.67,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,LU,hospital,3035,location,413120,22331,NA,0.137,13.700000000000001,14.799999999999999,0.73,5.41,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,LU,hospital,3031,location,413120,25362,NA,0.133,13.3,14.6,0.73,6.14,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,LU,hospital,4338,location,413120,29700,NA,0.163,16.3,14.799999999999999,1.05,7.19,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,LU,hospital,3565,location,413120,33265,NA,0.145,14.499999999999998,14.799999999999999,0.86,8.05,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,LU,other,604,location,413120,604,NA,1,100,100,0.15,0.15,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,LU,other,526,location,413120,1130,NA,1,100,100,0.13,0.27,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,LU,other,2943,location,413120,4073,NA,0.933,93.30000000000001,95,0.71,0.99,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,LU,other,2590,location,413120,6663,NA,0.7,70,83.5,0.63,1.61,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,LU,other,259,location,413120,6922,NA,0.062,6.2,56.89999999999999,0.06,1.68,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,LU,other,2647,location,413120,9569,NA,0.338,33.800000000000004,47.9,0.64,2.32,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,LU,other,2603,location,413120,12172,NA,0.842,84.2,52.7,0.63,2.95,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,LU,other,3265,location,413120,15437,NA,0.793,79.3,56.699999999999996,0.79,3.74,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,LU,other,900,location,413120,16337,NA,0.162,16.2,49.8,0.22,3.95,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,LU,other,2192,location,413120,18529,NA,0.292,29.2,46,0.53,4.49,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,LU,other,4225,location,413120,22754,NA,0.526,52.6,47.099999999999994,1.02,5.51,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,LU,other,1024,location,413120,23778,NA,0.192,19.2,44.3,0.25,5.76,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,LU,other,1234,location,413120,25012,NA,0.191,19.1,41.6,0.3,6.05,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,LU,other,2218,location,413120,27230,NA,0.231,23.1,39.1,0.54,6.59,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,LU,other,1225,location,413120,28455,NA,0.158,15.8,36.7,0.3,6.89,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,LU,other,85,location,413120,28540,NA,0.01,1,33.1,0.02,6.91,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,LU,other,292,location,413120,28832,NA,0.03,3,30,0.07,6.98,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,LU,other,149,location,413120,28981,NA,0.01,1,26,0.04,7.02,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,LU,other,124,location,413120,29105,NA,0.007,0.7000000000000001,22.6,0.03,7.05,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,LU,other,466,location,413120,29571,NA,0.021,2.1,19.6,0.11,7.16,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,LU,other,28,location,413120,29599,NA,0.001,0.1,17,0.01,7.16,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,LU,other,49,location,413120,29648,NA,0.002,0.2,14.799999999999999,0.01,7.18,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,LU,other,1,location,413120,29649,NA,0,0,13.200000000000001,0,7.18,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,NE,vaccination_centre,0,location,176496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,NE,vaccination_centre,210,location,176496,210,NA,1,100,100,0.12,0.12,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,NE,vaccination_centre,401,location,176496,611,NA,1,100,100,0.23,0.35,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,NE,vaccination_centre,490,location,176496,1101,NA,1,100,100,0.28,0.62,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,NE,vaccination_centre,1397,location,176496,2498,NA,1,100,100,0.79,1.42,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,NE,vaccination_centre,2219,location,176496,4717,NA,0.972,97.2,98.7,1.26,2.67,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,NE,vaccination_centre,3628,location,176496,8345,NA,0.998,99.8,99.2,2.06,4.73,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,NE,vaccination_centre,3079,location,176496,11424,NA,1,100,99.4,1.74,6.47,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,NE,vaccination_centre,2507,location,176496,13931,NA,1,100,99.5,1.42,7.89,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,NE,vaccination_centre,3890,location,176496,17821,NA,0.984,98.4,99.3,2.2,10.1,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,NE,vaccination_centre,3948,location,176496,21769,NA,0.998,99.8,99.3,2.24,12.33,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,NE,vaccination_centre,4621,location,176496,26390,NA,1,100,99.5,2.62,14.95,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,NE,vaccination_centre,1365,location,176496,27755,NA,1,100,99.5,0.77,15.73,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,NE,vaccination_centre,5885,location,176496,33640,NA,0.968,96.8,99,3.33,19.06,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,NE,vaccination_centre,4697,location,176496,38337,NA,0.949,94.89999999999999,98.5,2.66,21.72,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,NE,vaccination_centre,4852,location,176496,43189,NA,0.95,95,98.1,2.75,24.47,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,NE,vaccination_centre,5749,location,176496,48938,NA,0.954,95.39999999999999,97.8,3.26,27.73,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,NE,vaccination_centre,7068,location,176496,56006,NA,0.971,97.1,97.7,4,31.73,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,NE,vaccination_centre,9141,location,176496,65147,NA,0.957,95.7,97.39999999999999,5.18,36.91,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,NE,vaccination_centre,5692,location,176496,70839,NA,0.947,94.69999999999999,97.2,3.23,40.14,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,NE,vaccination_centre,6839,location,176496,77678,NA,0.927,92.7,96.8,3.87,44.01,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,NE,vaccination_centre,7255,location,176496,84933,NA,0.863,86.3,95.8,4.11,48.12,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,NE,vaccination_centre,8529,location,176496,93462,NA,0.879,87.9,95,4.83,52.95,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,NE,nursing_home,0,location,176496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,NE,nursing_home,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,NE,medical_practice,0,location,176496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,NE,medical_practice,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,NE,medical_practice,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,NE,medical_practice,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,NE,medical_practice,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,NE,medical_practice,63,location,176496,63,NA,0.028,2.8000000000000003,1.3,0.04,0.04,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,NE,medical_practice,7,location,176496,70,NA,0.002,0.2,0.8,0,0.04,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,NE,medical_practice,1,location,176496,71,NA,0,0,0.6,0,0.04,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,NE,medical_practice,0,location,176496,71,NA,0,0,0.5,0,0.04,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,NE,medical_practice,63,location,176496,134,NA,0.016,1.6,0.7000000000000001,0.04,0.08,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,NE,medical_practice,9,location,176496,143,NA,0.002,0.2,0.7000000000000001,0.01,0.08,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,NE,medical_practice,1,location,176496,144,NA,0,0,0.5,0,0.08,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,NE,medical_practice,0,location,176496,144,NA,0,0,0.5,0,0.08,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,NE,medical_practice,192,location,176496,336,NA,0.032,3.2,1,0.11,0.19,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,NE,medical_practice,255,location,176496,591,NA,0.051,5.1,1.5,0.14,0.33,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,NE,medical_practice,253,location,176496,844,NA,0.05,5,1.9,0.14,0.48,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,NE,medical_practice,277,location,176496,1121,NA,0.046,4.6,2.1999999999999997,0.16,0.64,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,NE,medical_practice,210,location,176496,1331,NA,0.029,2.9000000000000004,2.3,0.12,0.75,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,NE,medical_practice,410,location,176496,1741,NA,0.043,4.3,2.6,0.23,0.99,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,NE,medical_practice,321,location,176496,2062,NA,0.053,5.3,2.8000000000000003,0.18,1.17,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,NE,medical_practice,539,location,176496,2601,NA,0.073,7.3,3.2,0.31,1.47,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,NE,medical_practice,1150,location,176496,3751,NA,0.137,13.700000000000001,4.2,0.65,2.13,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,NE,medical_practice,1169,location,176496,4920,NA,0.121,12.1,5,0.66,2.79,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,NE,pharmacy,0,location,176496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,NE,pharmacy,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,NE,hospital,0,location,176496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202115,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202116,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202117,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202118,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202119,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202120,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202121,NE,hospital,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202052,NE,other,0,location,176496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202053,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202101,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202102,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202103,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202104,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202105,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202106,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202107,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202108,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202109,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202110,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202111,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202112,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202113,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
202114,NE,other,0,location,176496,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-01_09-31-55,detailed
