geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
AR,202101,186,2674,1,100,55445,335.47,4822.8,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,32,57.72,20.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BE,202101,2303,46144,1,100,1039474,221.55,4439.17,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-212,-20.4,-8.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BL,202101,547,11789,1,100,289468,188.97,4072.64,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-115,-39.73,-17.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BS,202101,422,9045,1,100,195844,215.48,4618.47,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,16,8.17,3.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FL,202101,111,2412,1,100,38747,286.47,6225,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-75,-193.57,-40.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FR,202101,621,24221,1,100,321783,192.99,7527.12,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,96,29.84,18.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GE,202101,885,45118,1,100,504128,175.55,8949.71,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-47,-9.32,-5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GL,202101,189,1823,1,100,40590,465.63,4491.25,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,62,152.75,48.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GR,202101,512,9007,1,100,199021,257.26,4525.65,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-13,-6.53,-2.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
JU,202101,242,4996,1,100,73584,328.88,6789.52,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,16,21.75,7.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LU,202101,1257,18618,1,100,413120,304.27,4506.68,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-16,-3.87,-1.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NE,202101,481,12456,1,100,176496,272.53,7057.38,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,46,26.07,10.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NW,202101,116,1591,1,100,43087,269.22,3692.53,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-9,-20.89,-7.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OW,202101,70,1410,1,100,37930,184.55,3717.37,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,12,31.64,20.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SG,202101,1687,29746,1,100,510734,330.31,5824.17,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-34,-6.66,-2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SH,202101,144,3259,1,100,82348,174.87,3957.59,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-7,-8.5,-4.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SO,202101,646,11715,1,100,275247,234.7,4256.18,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-67,-24.34,-9.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SZ,202101,491,8438,1,100,160480,305.96,5257.98,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,34,21.19,7.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TG,202101,771,12662,1,100,279547,275.8,4529.47,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-17,-6.08,-2.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TI,202101,1207,25328,1,100,351491,343.39,7205.87,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-404,-114.94,-25.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
UR,202101,86,1511,1,100,36703,234.31,4116.83,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-26,-70.84,-23.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VD,202101,1963,60182,1,100,805098,243.82,7475.11,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,166,20.62,9.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VS,202101,988,27103,1,100,345525,285.94,7844.01,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,106,30.68,12,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZG,202101,346,5391,1,100,127642,271.07,4223.53,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-14,-10.97,-3.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZH,202101,4011,76681,1,100,1539275,260.58,4981.63,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-01,-685,-44.5,-14.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AG,202102,1247,32408,1,100,685845,181.82,4725.27,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-543,-79.17,-30.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AI,202102,28,789,1,100,16128,173.61,4892.11,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-6,-37.2,-17.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AR,202102,110,2784,1,100,55445,198.39,5021.19,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-76,-137.08,-40.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BE,202102,1534,47678,1,100,1039474,147.57,4586.74,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-769,-73.98,-33.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BL,202102,384,12173,1,100,289468,132.66,4205.3,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-163,-56.31,-29.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BS,202102,242,9287,1,100,195844,123.57,4742.04,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-180,-91.91,-42.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FL,202102,46,2458,1,100,38747,118.72,6343.72,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-65,-167.75,-58.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FR,202102,515,24736,1,100,321783,160.05,7687.17,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-106,-32.94,-17.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GE,202102,943,46061,1,100,504128,187.06,9136.77,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,58,11.51,6.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GL,202102,100,1923,1,100,40590,246.37,4737.62,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-89,-219.26,-47.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GR,202102,371,9378,1,100,199021,186.41,4712.07,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-141,-70.85,-27.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
JU,202102,207,5203,1,100,73584,281.31,7070.83,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-35,-47.57,-14.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LU,202102,907,19525,1,100,413120,219.55,4726.23,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-350,-84.72,-27.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NE,202102,340,12796,1,100,176496,192.64,7250.02,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-141,-79.89,-29.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NW,202102,89,1680,1,100,43087,206.56,3899.09,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-27,-62.66,-23.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OW,202102,87,1497,1,100,37930,229.37,3946.74,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,17,44.82,24.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SG,202102,978,30724,1,100,510734,191.49,6015.66,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-709,-138.82,-42,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SH,202102,127,3386,1,100,82348,154.22,4111.82,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-17,-20.65,-11.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SO,202102,399,12114,1,100,275247,144.96,4401.14,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-247,-89.74,-38.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SZ,202102,278,8716,1,100,160480,173.23,5431.21,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-213,-132.73,-43.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TG,202102,406,13068,1,100,279547,145.23,4674.71,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-365,-130.57,-47.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TI,202102,680,26008,1,100,351491,193.46,7399.34,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-527,-149.93,-43.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
UR,202102,98,1609,1,100,36703,267.01,4383.84,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,12,32.7,14,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VD,202102,1461,61643,1,100,805098,181.47,7656.58,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-502,-62.35,-25.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VS,202102,829,27932,1,100,345525,239.92,8083.93,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-159,-46.02,-16.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZG,202102,212,5603,1,100,127642,166.09,4389.62,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-134,-104.98,-38.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZH,202102,2584,79265,1,100,1539275,167.87,5149.5,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-02,-1427,-92.71,-35.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AG,202103,1155,33563,1,100,685845,168.41,4893.67,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-92,-13.41,-7.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AI,202103,33,822,1,100,16128,204.61,5096.73,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,5,31,17.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AR,202103,99,2883,1,100,55445,178.56,5199.75,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-11,-19.83,-10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BE,202103,1264,48942,1,100,1039474,121.6,4708.34,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-270,-25.97,-17.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BL,202103,348,12521,1,100,289468,120.22,4325.52,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-36,-12.44,-9.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BS,202103,231,9518,1,100,195844,117.95,4859.99,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-11,-5.62,-4.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FL,202103,64,2522,1,100,38747,165.17,6508.89,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,18,46.45,39.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FR,202103,510,25246,1,100,321783,158.49,7845.66,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-5,-1.56,-1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GE,202103,903,46964,1,100,504128,179.12,9315.89,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-40,-7.94,-4.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GL,202103,91,2014,1,100,40590,224.19,4961.81,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-9,-22.18,-9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GR,202103,334,9712,1,100,199021,167.82,4879.89,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-37,-18.59,-10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
JU,202103,162,5365,1,100,73584,220.16,7290.99,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-45,-61.15,-21.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LU,202103,660,20185,1,100,413120,159.76,4885.99,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-247,-59.79,-27.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NE,202103,257,13053,1,100,176496,145.61,7395.64,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-83,-47.03,-24.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NW,202103,93,1773,1,100,43087,215.84,4114.93,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,4,9.28,4.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OW,202103,67,1564,1,100,37930,176.64,4123.39,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-20,-52.73,-23,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SG,202103,969,31693,1,100,510734,189.73,6205.38,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-9,-1.76,-0.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SH,202103,90,3476,1,100,82348,109.29,4221.11,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-37,-44.93,-29.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SO,202103,326,12440,1,100,275247,118.44,4519.58,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-73,-26.52,-18.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SZ,202103,229,8945,1,100,160480,142.7,5573.9,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-49,-30.53,-17.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TG,202103,358,13426,1,100,279547,128.06,4802.77,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-48,-17.17,-11.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TI,202103,437,26445,1,100,351491,124.33,7523.66,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-243,-69.13,-35.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
UR,202103,40,1649,1,100,36703,108.98,4492.82,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-58,-158.03,-59.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VD,202103,1353,62996,1,100,805098,168.05,7824.64,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-108,-13.42,-7.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VS,202103,853,28785,1,100,345525,246.87,8330.8,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,24,6.95,2.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZG,202103,205,5808,1,100,127642,160.61,4550.23,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-7,-5.48,-3.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZH,202103,2404,81669,1,100,1539275,156.18,5305.68,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-03,-180,-11.69,-7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AG,202104,903,34466,1,100,685845,131.66,5025.33,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-252,-36.75,-21.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AI,202104,18,840,1,100,16128,111.61,5208.33,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-15,-93,-45.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AR,202104,97,2980,1,100,55445,174.95,5374.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-2,-3.61,-2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BE,202104,1090,50032,1,100,1039474,104.86,4813.2,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-174,-16.74,-13.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BL,202104,279,12800,1,100,289468,96.38,4421.91,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-69,-23.84,-19.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BS,202104,195,9713,1,100,195844,99.57,4959.56,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-36,-18.38,-15.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FL,202104,45,2567,1,100,38747,116.14,6625.03,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-19,-49.03,-29.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FR,202104,526,25772,1,100,321783,163.46,8009.12,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,16,4.97,3.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GE,202104,949,47913,1,100,504128,188.25,9504.13,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,46,9.13,5.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GL,202104,69,2083,1,100,40590,169.99,5131.81,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-22,-54.2,-24.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GR,202104,346,10058,1,100,199021,173.85,5053.74,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,12,6.03,3.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
JU,202104,149,5514,1,100,73584,202.49,7493.48,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-13,-17.67,-8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LU,202104,470,20655,1,100,413120,113.77,4999.76,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-190,-45.99,-28.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NE,202104,231,13284,1,100,176496,130.88,7526.52,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-26,-14.73,-10.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NW,202104,57,1830,1,100,43087,132.29,4247.22,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-36,-83.55,-38.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OW,202104,26,1590,1,100,37930,68.55,4191.93,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-41,-108.09,-61.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SG,202104,771,32464,1,100,510734,150.96,6356.34,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-198,-38.77,-20.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SH,202104,65,3541,1,100,82348,78.93,4300.04,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-25,-30.36,-27.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SO,202104,317,12757,1,100,275247,115.17,4634.75,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-9,-3.27,-2.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SZ,202104,191,9136,1,100,160480,119.02,5692.92,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-38,-23.68,-16.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TG,202104,298,13724,1,100,279547,106.6,4909.37,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-60,-21.46,-16.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TI,202104,287,26732,1,100,351491,81.65,7605.32,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-150,-42.68,-34.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
UR,202104,26,1675,1,100,36703,70.84,4563.66,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-14,-38.14,-35,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VD,202104,1324,64320,1,100,805098,164.45,7989.09,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-29,-3.6,-2.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VS,202104,695,29480,1,100,345525,201.14,8531.94,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-158,-45.73,-18.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZG,202104,170,5978,1,100,127642,133.19,4683.41,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-35,-27.42,-17.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZH,202104,1949,83618,1,100,1539275,126.62,5432.3,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-04,-455,-29.56,-18.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AG,202105,689,35155,1,100,685845,100.46,5125.79,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-214,-31.2,-23.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AI,202105,13,853,1,100,16128,80.61,5288.94,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-5,-31,-27.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AR,202105,56,3036,1,100,55445,101,5475.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-41,-73.95,-42.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BE,202105,882,50914,1,100,1039474,84.85,4898.05,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-208,-20.01,-19.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BL,202105,290,13090,1,100,289468,100.18,4522.09,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,11,3.8,3.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
BS,202105,202,9915,1,100,195844,103.14,5062.7,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,7,3.57,3.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FL,202105,31,2598,1,100,38747,80.01,6705.04,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-14,-36.13,-31.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FR,202105,532,26304,1,100,321783,165.33,8174.45,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,6,1.87,1.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GE,202105,891,48804,1,100,504128,176.74,9680.87,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-58,-11.51,-6.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GL,202105,34,2117,1,100,40590,83.76,5215.57,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-35,-86.23,-50.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
GR,202105,243,10301,1,100,199021,122.1,5175.84,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-103,-51.75,-29.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
JU,202105,94,5608,1,100,73584,127.75,7621.22,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-55,-74.74,-36.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LU,202105,431,21086,1,100,413120,104.33,5104.09,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-39,-9.44,-8.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NE,202105,216,13500,1,100,176496,122.38,7648.9,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-15,-8.5,-6.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NW,202105,48,1878,1,100,43087,111.4,4358.62,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-9,-20.89,-15.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
OW,202105,40,1630,1,100,37930,105.46,4297.39,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,14,36.91,53.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SG,202105,623,33087,1,100,510734,121.98,6478.32,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-148,-28.98,-19.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SH,202105,34,3575,1,100,82348,41.29,4341.33,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-31,-37.64,-47.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SO,202105,238,12995,1,100,275247,86.47,4721.21,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-79,-28.7,-24.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
SZ,202105,143,9279,1,100,160480,89.11,5782.03,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-48,-29.91,-25.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TG,202105,206,13930,1,100,279547,73.69,4983.06,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-92,-32.91,-30.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TI,202105,317,27049,1,100,351491,90.19,7695.5,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,30,8.54,10.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
UR,202105,34,1709,1,100,36703,92.64,4656.3,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,8,21.8,30.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VD,202105,1322,65642,1,100,805098,164.2,8153.29,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-2,-0.25,-0.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
VS,202105,657,30137,1,100,345525,190.15,8722.09,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-38,-10.99,-5.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZG,202105,193,6171,1,100,127642,151.2,4834.62,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,23,18.01,13.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
ZH,202105,1623,85241,1,100,1539275,105.44,5537.74,COVID19Cases,,2021-07-09_07-48-17,isoweek,2021-05,-326,-21.18,-16.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
