date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202053,BL,risk_groups,0,indication,289468,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,BS,risk_groups,1,indication,195844,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,FL,risk_groups,0,indication,38747,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,FR,risk_groups,0,indication,321783,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,GE,risk_groups,0,indication,504128,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,GL,risk_groups,0,indication,40590,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,GR,risk_groups,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,JU,risk_groups,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,LU,risk_groups,0,indication,413120,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,NE,risk_groups,0,indication,176496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,NW,risk_groups,0,indication,43087,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,SG,risk_groups,1,indication,510734,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,SH,risk_groups,0,indication,82348,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,SO,risk_groups,0,indication,275247,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,SZ,risk_groups,0,indication,160480,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,TG,risk_groups,0,indication,279547,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,TI,risk_groups,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,UR,risk_groups,0,indication,36703,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,VD,risk_groups,0,indication,805098,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,ZG,risk_groups,3,indication,127642,3,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202053,ZH,risk_groups,0,indication,1539275,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,AG,risk_groups,4,indication,685845,4,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,AI,risk_groups,0,indication,16128,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,AR,risk_groups,0,indication,55445,1,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,BE,risk_groups,0,indication,1039474,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,BL,risk_groups,0,indication,289468,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,BS,risk_groups,0,indication,195844,1,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,FL,risk_groups,0,indication,38747,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,FR,risk_groups,0,indication,321783,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,GE,risk_groups,0,indication,504128,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,GL,risk_groups,0,indication,40590,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,GR,risk_groups,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,JU,risk_groups,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,LU,risk_groups,0,indication,413120,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,NE,risk_groups,0,indication,176496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,NW,risk_groups,0,indication,43087,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,SG,risk_groups,0,indication,510734,1,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,SH,risk_groups,0,indication,82348,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,SO,risk_groups,2,indication,275247,2,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,SZ,risk_groups,0,indication,160480,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,TG,risk_groups,0,indication,279547,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,TI,risk_groups,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,UR,risk_groups,0,indication,36703,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,VD,risk_groups,0,indication,805098,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,ZG,risk_groups,0,indication,127642,3,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202101,ZH,risk_groups,0,indication,1539275,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,AG,risk_groups,2,indication,685845,6,0,0.667,66.7,85.8,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,AI,risk_groups,0,indication,16128,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,AR,risk_groups,0,indication,55445,1,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,BE,risk_groups,0,indication,1039474,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,BL,risk_groups,1,indication,289468,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,BS,risk_groups,3,indication,195844,4,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,FL,risk_groups,0,indication,38747,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,FR,risk_groups,0,indication,321783,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,GE,risk_groups,1,indication,504128,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,GL,risk_groups,0,indication,40590,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,GR,risk_groups,0,indication,199021,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,JU,risk_groups,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,LU,risk_groups,0,indication,413120,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,NE,risk_groups,0,indication,176496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,NW,risk_groups,0,indication,43087,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,SG,risk_groups,1,indication,510734,2,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,SH,risk_groups,1,indication,82348,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,SO,risk_groups,0,indication,275247,2,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,SZ,risk_groups,19,indication,160480,19,0,1,100,100,0.01,0.01,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,TG,risk_groups,2,indication,279547,2,0,1,100,66.7,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,TI,risk_groups,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,UR,risk_groups,0,indication,36703,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,VD,risk_groups,0,indication,805098,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,ZG,risk_groups,207,indication,127642,210,0.1,0.995,99.5,99.5,0.16,0.16,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202102,ZH,risk_groups,0,indication,1539275,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,AG,risk_groups,144,indication,685845,150,0,0.993,99.29999999999998,98.7,0.02,0.02,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,AI,risk_groups,0,indication,16128,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,AR,risk_groups,1,indication,55445,2,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,BE,risk_groups,0,indication,1039474,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,BL,risk_groups,109,indication,289468,110,0,0.94,93.99999999999999,94.1,0.04,0.04,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,BS,risk_groups,1719,indication,195844,1723,0.9,0.8089999999999999,80.89999999999999,80.89999999999999,0.88,0.88,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,FL,risk_groups,0,indication,38747,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,FR,risk_groups,4,indication,321783,4,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,GE,risk_groups,0,indication,504128,1,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,GL,risk_groups,0,indication,40590,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,GR,risk_groups,1,indication,199021,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,JU,risk_groups,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,LU,risk_groups,152,indication,413120,152,0,0.927,92.69999999999999,92.69999999999999,0.04,0.04,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,NE,risk_groups,0,indication,176496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,NW,risk_groups,126,indication,43087,126,0.30000000000000004,0.992,99.2,99.2,0.29,0.29,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,SG,risk_groups,3,indication,510734,5,0,0.75,75,83.4,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,SH,risk_groups,97,indication,82348,98,0.1,1.0010000000000001,100.10000000000001,100.10000000000001,0.12,0.12,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,SO,risk_groups,126,indication,275247,128,0,1,100.00000000000001,100.10000000000001,0.05,0.05,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,SZ,risk_groups,227,indication,160480,246,0.1,1.0010000000000001,100.10000000000001,100.1,0.14,0.15,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,TG,risk_groups,138,indication,279547,140,0.1,1,100,99.3,0.05,0.05,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,TI,risk_groups,8,indication,351491,8,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,UR,risk_groups,0,indication,36703,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,VD,risk_groups,0,indication,805098,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,ZG,risk_groups,145,indication,127642,355,0.2,1,100,99.69999999999999,0.11,0.28,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202103,ZH,risk_groups,0,indication,1539275,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,AG,risk_groups,756,indication,685845,906,0.2,0.973,97.3,97.4,0.11,0.13,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,AI,risk_groups,92,indication,16128,92,0.6000000000000001,1,100,100,0.57,0.57,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,AR,risk_groups,550,indication,55445,552,1,0.9059999999999999,90.6,90.7,0.99,1,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,BE,risk_groups,0,indication,1039474,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,BL,risk_groups,1490,indication,289468,1600,0.5,0.919,91.89999999999999,92.10000000000001,0.51,0.55,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,BS,risk_groups,1498,indication,195844,3221,1.6,0.921,92.1,85.8,0.76,1.64,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,FL,risk_groups,0,indication,38747,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,FR,risk_groups,297,indication,321783,301,0,0.9339999999999999,93.4,93.5,0.09,0.09,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,GE,risk_groups,35,indication,504128,36,0,0.745,74.5,75,0.01,0.01,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,GL,risk_groups,0,indication,40590,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,GR,risk_groups,627,indication,199021,628,0.4,1.001,100.1,100,0.32,0.32,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,JU,risk_groups,0,indication,73584,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,LU,risk_groups,1413,indication,413120,1565,0.4,0.796,79.60000000000001,80.8,0.34,0.38,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,NE,risk_groups,434,indication,176496,434,0.2,0.975,97.5,97.5,0.25,0.25,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,NW,risk_groups,131,indication,43087,257,0.6,0.978,97.8,98.5,0.3,0.6,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,SG,risk_groups,55,indication,510734,60,0,0.9480000000000001,94.80000000000001,93.69999999999999,0.01,0.01,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,SH,risk_groups,168,indication,82348,266,0.4,0.982,98.2,98.89999999999999,0.2,0.32,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,SO,risk_groups,420,indication,275247,548,0.2,0.9630000000000001,96.3,97.2,0.15,0.2,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,SZ,risk_groups,148,indication,160480,394,0.30000000000000004,1.0010000000000001,100.10000000000001,100,0.09,0.25,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,TG,risk_groups,321,indication,279547,461,0.2,0.997,99.69999999999999,99.5,0.11,0.16,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,TI,risk_groups,1,indication,351491,9,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,UR,risk_groups,330,indication,36703,330,0.8999999999999999,0.902,90.2,90.2,0.9,0.9,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,VD,risk_groups,87,indication,805098,87,0,0.936,93.60000000000001,93.60000000000001,0.01,0.01,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,ZG,risk_groups,5,indication,127642,360,0.2,0.714,71.39999999999999,99.1,0,0.28,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202104,ZH,risk_groups,617,indication,1539275,617,0,0.995,99.5,99.5,0.04,0.04,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,AG,risk_groups,2383,indication,685845,3289,0.5,0.9159999999999999,91.6,93.2,0.35,0.48,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,AI,risk_groups,290,indication,16128,382,2.3000000000000003,0.9610000000000001,96.10000000000001,97,1.8,2.37,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,AR,risk_groups,0,indication,55445,552,1,NA,NA,90.7,0,1,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,BE,risk_groups,9,indication,1039474,9,0,0.819,81.89999999999999,81.89999999999999,0,0,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,BL,risk_groups,2733,indication,289468,4333,1.4,0.919,91.9,92,0.94,1.5,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,BS,risk_groups,0,indication,195844,3221,1.6,NA,NA,85.8,0,1.64,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,FL,risk_groups,5,indication,38747,5,0,1,100,100,0.01,0.01,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,FR,risk_groups,1140,indication,321783,1441,0.4,0.917,91.7,92.1,0.35,0.45,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,GE,risk_groups,2455,indication,504128,2491,0.5,0.969,96.9,96.4,0.49,0.49,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,GL,risk_groups,307,indication,40590,307,0.8,0.7729999999999999,77.3,77.1,0.76,0.76,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,GR,risk_groups,1721,indication,199021,2349,1.2,0.998,99.8,99.89999999999999,0.86,1.18,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,JU,risk_groups,731,indication,73584,731,1,1,100,100,0.99,0.99,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,LU,risk_groups,1961,indication,413120,3526,0.9,0.793,79.3,80,0.47,0.85,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,NE,risk_groups,175,indication,176496,609,0.4,0.983,98.3,97.6,0.1,0.35,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,NW,risk_groups,525,indication,43087,782,1.8,0.991,99.10000000000001,98.89999999999999,1.22,1.81,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,SG,risk_groups,366,indication,510734,426,0,0.885,88.5,89.1,0.07,0.08,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,SH,risk_groups,31,indication,82348,297,0.4,0.886,88.6,97.6,0.04,0.36,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,SO,risk_groups,2927,indication,275247,3475,1.2,0.9680000000000001,96.8,96.7,1.06,1.26,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,SZ,risk_groups,938,indication,160480,1332,0.8,0.995,99.5,99.6,0.58,0.83,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,TG,risk_groups,196,indication,279547,657,0.2,0.971,97.1,98.8,0.07,0.24,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,TI,risk_groups,3944,indication,351491,3953,1.2,0.9730000000000001,97.3,97.3,1.12,1.12,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,UR,risk_groups,374,indication,36703,704,1.8,0.8919999999999999,89.19999999999999,89.69999999999999,1.02,1.92,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,VD,risk_groups,1259,indication,805098,1346,0.2,0.816,81.6,82.3,0.16,0.17,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,ZG,risk_groups,547,indication,127642,907,0.8,0.952,95.2,96.7,0.43,0.71,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202105,ZH,risk_groups,1619,indication,1539275,2236,0.1,0.983,98.3,98.50000000000001,0.11,0.15,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,AG,risk_groups,2310,indication,685845,5599,0.8,0.949,94.9,93.9,0.34,0.82,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,AI,risk_groups,180,indication,16128,562,3.4000000000000004,0.9369999999999999,93.7,96,1.12,3.48,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,AR,risk_groups,204,indication,55445,756,1.3,0.906,90.6,90.60000000000001,0.37,1.36,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,BE,risk_groups,4510,indication,1039474,4519,0.4,0.99,99,98.8,0.43,0.43,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,BL,risk_groups,2604,indication,289468,6937,2.4,0.922,92.2,92.1,0.9,2.4,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,BS,risk_groups,2943,indication,195844,6164,3.1,0.939,93.89999999999999,89.5,1.5,3.15,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,FL,risk_groups,244,indication,38747,249,0.6,0.75,75,75.5,0.63,0.64,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,FR,risk_groups,1337,indication,321783,2778,0.8,0.9129999999999999,91.3,91.7,0.42,0.86,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,GE,risk_groups,4163,indication,504128,6654,1.3,0.967,96.7,96.5,0.83,1.32,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,GL,risk_groups,465,indication,40590,772,2,0.891,89.10000000000001,83.9,1.15,1.9,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,GR,risk_groups,1911,indication,199021,4260,2.1,1,100,100,0.96,2.14,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,JU,risk_groups,439,indication,73584,1170,1.5999999999999999,0.996,99.6,99.8,0.6,1.59,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,LU,risk_groups,2341,indication,413120,5867,1.4,0.728,72.8,76.89999999999999,0.57,1.42,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,NE,risk_groups,242,indication,176496,851,0.5,0.9870000000000001,98.7,98,0.14,0.48,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,NW,risk_groups,935,indication,43087,1717,4.1,0.9850000000000001,98.5,98.7,2.17,3.98,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,SG,risk_groups,1659,indication,510734,2085,0.5,0.966,96.6,94.9,0.32,0.41,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,SH,risk_groups,1142,indication,82348,1439,1.7,0.949,94.9,95.5,1.39,1.75,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,SO,risk_groups,1851,indication,275247,5326,2,0.958,95.8,96.49999999999999,0.67,1.93,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,SZ,risk_groups,977,indication,160480,2309,1.4,0.993,99.3,99.5,0.61,1.44,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,TG,risk_groups,1068,indication,279547,1725,0.6000000000000001,0.9690000000000001,96.9,97.60000000000001,0.38,0.62,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,TI,risk_groups,4556,indication,351491,8509,2.4,0.967,96.7,97,1.3,2.42,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,UR,risk_groups,324,indication,36703,1028,2.8000000000000003,0.894,89.39999999999999,89.6,0.88,2.8,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,VD,risk_groups,6222,indication,805098,7568,0.9,0.844,84.39999999999999,83.89999999999999,0.77,0.94,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,ZG,risk_groups,965,indication,127642,1872,1.5,0.9349999999999999,93.5,94.9,0.76,1.47,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202106,ZH,risk_groups,6620,indication,1539275,8856,0.6,0.9580000000000001,95.80000000000001,96.5,0.43,0.58,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,AG,risk_groups,4934,indication,685845,10533,1.5,0.9480000000000001,94.8,94.39999999999999,0.72,1.54,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,AI,risk_groups,337,indication,16128,899,5.5,0.882,88.2,92.89999999999999,2.09,5.57,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,AR,risk_groups,992,indication,55445,1748,3.2,0.912,91.2,91,1.79,3.15,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,BE,risk_groups,9417,indication,1039474,13936,1.3,0.988,98.8,98.8,0.91,1.34,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,BL,risk_groups,456,indication,289468,7393,2.6,0.901,90.1,92,0.16,2.55,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,BS,risk_groups,1646,indication,195844,7810,4,0.996,99.6,91.4,0.84,3.99,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,FL,risk_groups,104,indication,38747,353,0.9,0.882,88.2,78.80000000000001,0.27,0.91,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,FR,risk_groups,2483,indication,321783,5261,1.6,0.918,91.8,91.80000000000001,0.77,1.63,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,GE,risk_groups,4550,indication,504128,11204,2.1,0.957,95.7,96.2,0.9,2.22,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,GL,risk_groups,358,indication,40590,1130,2.8000000000000003,0.926,92.6,86.4,0.88,2.78,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,GR,risk_groups,73,indication,199021,4333,2.1,0.96,96,99.9,0.04,2.18,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,JU,risk_groups,822,indication,73584,1992,2.6,0.998,99.8,99.9,1.12,2.71,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,LU,risk_groups,3597,indication,413120,9464,2.3,0.896,89.60000000000001,81.3,0.87,2.29,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,NE,risk_groups,1051,indication,176496,1902,1.1,0.986,98.60000000000001,98.3,0.6,1.08,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,NW,risk_groups,225,indication,43087,1942,4.5,0.977,97.7,98.6,0.52,4.51,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
202107,SG,risk_groups,1577,indication,510734,3662,0.6000000000000001,0.795,79.5,87.4,0.31,0.72,COVID19FullyVaccPersons,2021-06-15_09-45-19,detailed
