datum,entries,entries_pos,entries_neg,sumTotal,timeframe_7d,sumTotal_last7d,timeframe_14d,sumTotal_last14d,timeframe_28d,sumTotal_last28d,timeframe_phase2,sumTotal_Phase2,timeframe_phase2b,sumTotal_Phase2b,timeframe_phase3,sumTotal_Phase3,sum7d,sum14d,mean7d,mean14d,pos_anteil,pos_anteil_mean7d,timeframe_all,anteil_pos_all,anteil_pos_14,anteil_pos_28,anteil_pos_phase2,anteil_pos_phase2b,anteil_pos_phase3,pop,inz_entries,inzmean7d,inzmean14d,inzsumTotal,inzsumTotal_last7d,inzsumTotal_last14d,inzsumTotal_last28d,inzsumTotal_Phase2,inzsumTotal_Phase2b,inzsumTotal_Phase3,inzsum7d,inzsum14d,entries_diff_last_age,entries_diff_last,type,version,datum_unit,nachweismethode,geoRegion
2020-07-03,22,0,22,730,FALSE,0,FALSE,0,FALSE,0,TRUE,590,FALSE,0,FALSE,0,191,391,25.14,24.5,0,0.44,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,54.2,61.94,60.36,1798.47,NA,NA,NA,1453.56,NA,NA,470.56,963.29,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-04,20,0,20,750,FALSE,0,FALSE,0,FALSE,0,TRUE,610,FALSE,0,FALSE,0,194,400,22,24.36,0,0.44,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,49.27,54.2,60.01,1847.75,NA,NA,NA,1502.83,NA,NA,477.95,985.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-05,3,0,3,753,FALSE,0,FALSE,0,FALSE,0,TRUE,613,FALSE,0,FALSE,0,194,400,23.57,24.57,0,1.33,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,7.39,58.07,60.53,1855.14,NA,NA,NA,1510.22,NA,NA,477.95,985.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-06,32,1,31,785,FALSE,0,FALSE,0,FALSE,0,TRUE,645,FALSE,0,FALSE,0,176,393,22.71,22.64,3.1,1.33,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,78.84,55.95,55.78,1933.97,NA,NA,NA,1589.06,NA,NA,433.6,968.22,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-07,21,0,21,806,FALSE,0,FALSE,0,FALSE,0,TRUE,666,FALSE,0,FALSE,0,154,358,21.71,22.14,0,1.33,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,51.74,53.49,54.55,1985.71,NA,NA,NA,1640.8,NA,NA,379.4,881.99,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-08,32,2,30,838,FALSE,0,FALSE,0,FALSE,0,TRUE,698,FALSE,0,FALSE,0,165,365,21,21.64,6.2,1.33,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,78.84,51.74,53.31,2064.55,NA,NA,NA,1719.64,NA,NA,406.5,899.24,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-09,29,0,29,867,FALSE,0,FALSE,0,FALSE,0,TRUE,727,FALSE,0,FALSE,0,159,356,21.43,20.71,0,1.33,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,71.45,52.8,51.02,2135.99,NA,NA,NA,1791.08,NA,NA,391.72,877.06,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-10,15,0,15,882,FALSE,0,FALSE,0,FALSE,0,TRUE,742,FALSE,0,FALSE,0,152,343,20.14,20.29,0,0.89,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,36.95,49.62,49.99,2172.95,NA,NA,NA,1828.04,NA,NA,374.48,845.04,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-11,15,0,15,897,FALSE,0,FALSE,0,FALSE,0,TRUE,757,FALSE,0,FALSE,0,147,341,22.29,19.86,0,1.69,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,36.95,54.92,48.93,2209.9,NA,NA,NA,1864.99,NA,NA,362.16,840.11,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-12,6,0,6,903,FALSE,0,FALSE,0,FALSE,0,TRUE,763,FALSE,0,FALSE,0,150,344,19.71,19.86,0,2.84,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,14.78,48.56,48.93,2224.69,NA,NA,NA,1879.77,NA,NA,369.55,847.5,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-13,23,0,23,926,FALSE,0,FALSE,0,FALSE,0,TRUE,786,FALSE,0,FALSE,0,141,317,18.71,18.5,0,3.49,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,56.66,46.1,45.58,2281.35,NA,NA,NA,1936.44,NA,NA,347.38,780.98,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-14,36,2,34,962,FALSE,0,FALSE,0,FALSE,0,TRUE,822,FALSE,0,FALSE,0,156,310,18.86,18.71,5.6,3.49,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,88.69,46.46,46.1,2370.04,NA,NA,NA,2025.13,NA,NA,384.33,763.73,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-15,14,2,12,976,FALSE,0,FALSE,0,FALSE,0,TRUE,836,FALSE,0,FALSE,0,138,303,18.71,17.79,14.3,3.49,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,34.49,46.1,43.83,2404.53,NA,NA,NA,2059.62,NA,NA,339.99,746.49,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-16,22,1,21,998,FALSE,0,FALSE,0,FALSE,0,TRUE,858,FALSE,0,FALSE,0,131,290,18.29,16.86,4.5,3.49,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,54.2,45.06,41.54,2458.73,NA,NA,NA,2113.82,NA,NA,322.74,714.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-17,16,0,16,1014,FALSE,0,FALSE,0,FALSE,0,TRUE,874,FALSE,0,FALSE,0,132,284,16.86,16.57,0,4.59,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,39.42,41.54,40.82,2498.15,NA,NA,NA,2153.24,NA,NA,325.2,699.68,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-18,14,0,14,1028,FALSE,0,FALSE,0,FALSE,0,TRUE,888,FALSE,0,FALSE,0,131,278,15.14,16,0,4.39,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,34.49,37.3,39.42,2532.64,NA,NA,NA,2187.73,NA,NA,322.74,684.9,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-19,3,0,3,1031,FALSE,0,FALSE,0,FALSE,0,TRUE,891,FALSE,0,FALSE,0,128,278,15.86,15.79,0,2.34,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,7.39,39.07,38.9,2540.03,NA,NA,NA,2195.12,NA,NA,315.35,684.9,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-20,13,1,12,1044,FALSE,0,FALSE,0,FALSE,0,TRUE,904,FALSE,0,FALSE,0,118,259,15,15.07,7.7,1.7,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,32.03,36.95,37.13,2572.06,NA,NA,NA,2227.15,NA,NA,290.71,638.09,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-21,24,1,23,1068,FALSE,0,FALSE,0,FALSE,0,TRUE,928,FALSE,0,FALSE,0,106,262,14.29,13.79,4.2,1.7,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,59.13,35.21,33.97,2631.19,NA,NA,NA,2286.28,NA,NA,261.15,645.48,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-22,19,0,19,1087,FALSE,0,FALSE,0,FALSE,0,TRUE,947,FALSE,0,FALSE,0,111,249,13.29,13.71,0,1.7,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,46.81,32.74,33.78,2678,NA,NA,NA,2333.09,NA,NA,273.47,613.45,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-23,16,0,16,1103,FALSE,0,FALSE,0,FALSE,0,TRUE,963,FALSE,0,FALSE,0,105,236,13.29,13.5,0,1.7,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,39.42,32.74,33.26,2717.42,NA,NA,NA,2372.51,NA,NA,258.68,581.42,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-24,11,0,11,1114,FALSE,0,FALSE,0,FALSE,0,TRUE,974,FALSE,0,FALSE,0,100,232,13.29,13.14,0,0.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,27.1,32.74,32.37,2744.52,NA,NA,NA,2399.61,NA,NA,246.37,571.57,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-25,7,0,7,1121,FALSE,0,FALSE,0,FALSE,0,TRUE,981,FALSE,0,FALSE,0,93,224,12.43,12.86,0,0,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,17.25,30.62,31.68,2761.76,NA,NA,NA,2416.85,NA,NA,229.12,551.86,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-26,3,0,3,1124,FALSE,0,FALSE,0,FALSE,0,TRUE,984,FALSE,0,FALSE,0,93,221,11.57,12.86,0,1.1,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,7.39,28.5,31.68,2769.15,NA,NA,NA,2424.24,NA,NA,229.12,544.47,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-27,13,0,13,1137,FALSE,0,FALSE,0,FALSE,0,TRUE,997,FALSE,0,FALSE,0,93,211,12,13.07,0,2.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,32.03,29.56,32.2,2801.18,NA,NA,NA,2456.27,NA,NA,229.12,519.83,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-28,18,0,18,1155,FALSE,0,FALSE,0,FALSE,0,TRUE,1015,FALSE,0,FALSE,0,87,193,12,12.5,0,2.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,44.35,29.56,30.8,2845.53,NA,NA,NA,2500.62,NA,NA,214.34,475.49,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-29,13,1,12,1168,FALSE,0,FALSE,0,FALSE,0,TRUE,1028,FALSE,0,FALSE,0,81,192,12.43,12.43,7.7,2.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,32.03,30.62,30.62,2877.56,NA,NA,NA,2532.64,NA,NA,199.56,473.02,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-30,19,2,17,1187,FALSE,0,FALSE,0,FALSE,0,TRUE,1047,FALSE,0,FALSE,0,84,189,12.43,12.71,10.5,2.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,46.81,30.62,31.31,2924.37,NA,NA,NA,2579.45,NA,NA,206.95,465.63,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-07-31,11,0,11,1198,FALSE,0,FALSE,0,FALSE,0,TRUE,1058,FALSE,0,FALSE,0,84,184,12.86,12.86,0,3.49,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,27.1,31.68,31.68,2951.47,NA,NA,NA,2606.55,NA,NA,206.95,453.31,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-01,10,0,10,1208,FALSE,0,FALSE,0,FALSE,0,TRUE,1068,FALSE,0,FALSE,0,87,180,12.57,12.79,0,5.27,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,24.64,30.97,31.51,2976.1,NA,NA,NA,2631.19,NA,NA,214.34,443.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-02,3,0,3,1211,FALSE,0,FALSE,0,FALSE,0,TRUE,1071,FALSE,0,FALSE,0,87,180,13.29,12.79,0,4.17,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,7.39,32.74,31.51,2983.49,NA,NA,NA,2638.58,NA,NA,214.34,443.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-03,16,1,15,1227,FALSE,0,FALSE,0,FALSE,0,TRUE,1087,FALSE,0,FALSE,0,90,183,13.43,13.57,6.2,3.39,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,39.42,33.09,33.43,3022.91,NA,NA,NA,2678,NA,NA,221.73,450.85,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-04,16,2,14,1243,FALSE,0,FALSE,0,FALSE,0,TRUE,1103,FALSE,0,FALSE,0,88,175,13.71,14.21,12.5,3.39,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,39.42,33.78,35.01,3062.33,NA,NA,NA,2717.42,NA,NA,216.8,431.14,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-05,18,0,18,1261,FALSE,0,FALSE,0,FALSE,0,TRUE,1121,FALSE,0,FALSE,0,93,174,13.14,15.79,0,5.77,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,44.35,32.37,38.9,3106.68,NA,NA,NA,2761.76,NA,NA,229.12,428.68,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-06,20,1,19,1281,FALSE,0,FALSE,0,FALSE,0,TRUE,1141,FALSE,0,FALSE,0,94,178,13.14,15.86,5,5.77,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,49.27,32.37,39.07,3155.95,NA,NA,NA,2811.04,NA,NA,231.58,438.53,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-07,13,0,13,1294,FALSE,0,FALSE,0,FALSE,0,TRUE,1154,FALSE,0,FALSE,0,96,180,14.29,16.57,0,5.49,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,32.03,35.21,40.82,3187.98,NA,NA,NA,2843.06,NA,NA,236.51,443.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-08,6,1,5,1300,FALSE,0,FALSE,0,FALSE,0,TRUE,1160,FALSE,0,FALSE,0,92,179,15.86,16.64,16.7,4.76,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,14.78,39.07,41,3202.76,NA,NA,NA,2857.85,NA,NA,226.66,441,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-09,3,0,3,1303,FALSE,0,FALSE,0,FALSE,0,TRUE,1163,FALSE,0,FALSE,0,92,179,18.29,16.79,0,5.17,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,7.39,45.06,41.36,3210.15,NA,NA,NA,2865.24,NA,NA,226.66,441,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-10,24,1,23,1327,FALSE,0,FALSE,0,FALSE,0,TRUE,1187,FALSE,0,FALSE,0,100,190,18.29,18.29,4.2,4.46,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,59.13,45.06,45.06,3269.28,NA,NA,NA,2924.37,NA,NA,246.37,468.1,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-11,27,2,25,1354,FALSE,0,FALSE,0,FALSE,0,TRUE,1214,FALSE,0,FALSE,0,111,199,19.43,20.86,7.4,5.14,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,66.52,47.87,51.39,3335.8,NA,NA,NA,2990.88,NA,NA,273.47,490.27,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-12,35,1,34,1389,FALSE,0,FALSE,0,FALSE,0,TRUE,1249,FALSE,0,FALSE,0,128,221,20.14,21.79,2.9,2.76,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,86.23,49.62,53.68,3422.03,NA,NA,NA,3077.11,NA,NA,315.35,544.47,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-13,20,0,20,1409,FALSE,0,FALSE,0,FALSE,0,TRUE,1269,FALSE,0,FALSE,0,128,222,20.43,22.64,0,2.76,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,49.27,50.33,55.78,3471.3,NA,NA,NA,3126.39,NA,NA,315.35,546.93,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-14,21,1,20,1430,FALSE,0,FALSE,0,FALSE,0,TRUE,1290,FALSE,0,FALSE,0,136,232,22.29,23.43,4.8,2.93,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,51.74,54.92,57.72,3523.04,NA,NA,NA,3178.12,NA,NA,335.06,571.57,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-15,11,0,11,1441,FALSE,0,FALSE,0,FALSE,0,TRUE,1301,FALSE,0,FALSE,0,141,233,25.86,26.07,0,2.14,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,27.1,63.71,64.23,3550.14,NA,NA,NA,3205.22,NA,NA,347.38,574.03,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-16,5,0,5,1446,FALSE,0,FALSE,0,FALSE,0,TRUE,1306,FALSE,0,FALSE,0,143,235,25.29,27,0,2.66,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,12.32,62.31,66.52,3562.45,NA,NA,NA,3217.54,NA,NA,352.3,578.96,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-17,37,2,35,1483,FALSE,0,FALSE,0,FALSE,0,TRUE,1343,FALSE,0,FALSE,0,156,256,27,29.57,5.4,3.54,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,91.16,66.52,72.85,3653.61,NA,NA,NA,3308.7,NA,NA,384.33,630.7,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-18,52,1,51,1535,FALSE,0,FALSE,0,FALSE,0,TRUE,1395,FALSE,0,FALSE,0,181,292,27.43,33.21,1.9,4.64,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,128.11,67.58,81.82,3781.72,NA,NA,NA,3436.81,NA,NA,445.92,719.39,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-19,31,2,29,1566,FALSE,0,FALSE,0,FALSE,0,TRUE,1426,FALSE,0,FALSE,0,177,305,32,36.86,6.5,4.97,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,76.37,78.84,90.81,3858.09,NA,NA,NA,3513.18,NA,NA,436.07,751.42,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-20,32,2,30,1598,FALSE,0,FALSE,0,FALSE,0,TRUE,1458,FALSE,0,FALSE,0,189,317,33.57,39.07,6.2,5.86,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,78.84,82.71,96.26,3936.93,NA,NA,NA,3592.02,NA,NA,465.63,780.98,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-21,24,3,21,1622,FALSE,0,FALSE,0,FALSE,0,TRUE,1482,FALSE,0,FALSE,0,192,328,36.86,40.21,12.5,5.09,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,59.13,90.81,99.06,3996.06,NA,NA,NA,3651.15,NA,NA,473.02,808.08,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-22,43,1,42,1665,FALSE,0,FALSE,0,FALSE,0,TRUE,1525,FALSE,0,FALSE,0,224,365,40.57,40.64,2.3,4.81,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,105.94,99.95,100.12,4102,NA,NA,NA,3757.08,NA,NA,551.86,899.24,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-23,16,1,15,1681,FALSE,0,FALSE,0,FALSE,0,TRUE,1541,FALSE,0,FALSE,0,235,378,48.43,40.64,6.2,4.06,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,39.42,119.32,100.12,4141.41,NA,NA,NA,3796.5,NA,NA,578.96,931.26,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-24,60,0,60,1741,FALSE,0,FALSE,0,FALSE,0,TRUE,1601,FALSE,0,FALSE,0,258,414,51.14,41.43,0,3.17,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,147.82,125.99,102.07,4289.23,NA,NA,NA,3944.32,NA,NA,635.62,1019.96,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-25,78,0,78,1819,FALSE,0,FALSE,0,FALSE,0,TRUE,1679,FALSE,0,FALSE,0,284,465,53,41.71,0,1.77,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,192.17,130.57,102.76,4481.4,NA,NA,NA,4136.49,NA,NA,699.68,1145.6,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-26,86,1,85,1905,FALSE,0,FALSE,0,FALSE,0,TRUE,1765,FALSE,0,FALSE,0,339,516,49.29,44.86,1.2,1.44,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,211.87,121.43,110.52,4693.27,NA,NA,NA,4348.36,NA,NA,835.18,1271.25,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-27,51,0,51,1956,FALSE,0,FALSE,0,FALSE,0,TRUE,1816,FALSE,0,FALSE,0,358,547,47.71,46.21,0,0.56,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,125.65,117.54,113.85,4818.92,NA,NA,NA,4474.01,NA,NA,881.99,1347.62,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-28,37,1,36,1993,FALSE,0,FALSE,0,FALSE,0,TRUE,1853,FALSE,0,FALSE,0,371,563,46,47.21,2.7,1.16,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,91.16,113.33,116.31,4910.08,NA,NA,NA,4565.16,NA,NA,914.02,1387.04,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-29,17,0,17,2010,FALSE,0,FALSE,0,FALSE,0,TRUE,1870,FALSE,0,FALSE,0,345,569,42.86,46.14,0,1.16,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,41.88,105.59,113.67,4951.96,NA,NA,NA,4607.05,NA,NA,849.96,1401.82,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-30,5,0,5,2015,FALSE,0,FALSE,0,FALSE,0,TRUE,1875,FALSE,0,FALSE,0,334,569,41.29,45.36,0,0.99,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,12.32,101.72,111.75,4964.28,NA,NA,NA,4619.36,NA,NA,822.86,1401.82,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-08-31,48,2,46,2063,FALSE,0,FALSE,0,FALSE,0,TRUE,1923,FALSE,0,FALSE,0,322,580,41.29,45.71,4.2,0.99,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,118.26,101.72,112.61,5082.53,NA,NA,NA,4737.62,NA,NA,793.3,1428.92,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-01,56,0,56,2119,FALSE,0,FALSE,0,FALSE,0,TRUE,1979,FALSE,0,FALSE,0,300,584,41.43,44.07,0,0.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,137.97,102.07,108.57,5220.5,NA,NA,NA,4875.59,NA,NA,739.1,1438.78,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-02,75,0,75,2194,FALSE,0,FALSE,0,FALSE,0,TRUE,2054,FALSE,0,FALSE,0,289,628,43,41.36,0,0.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,184.77,105.94,101.9,5405.27,NA,NA,NA,5060.36,NA,NA,712,1547.18,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-03,51,0,51,2245,FALSE,0,FALSE,0,FALSE,0,TRUE,2105,FALSE,0,FALSE,0,289,647,43,40.14,0,0.6,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,125.65,105.94,98.89,5530.92,NA,NA,NA,5186.01,NA,NA,712,1593.99,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-04,38,0,38,2283,FALSE,0,FALSE,0,FALSE,0,TRUE,2143,FALSE,0,FALSE,0,290,661,45.43,39.43,0,0,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,93.62,111.92,97.14,5624.54,NA,NA,NA,5279.63,NA,NA,714.46,1628.48,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-05,28,0,28,2311,FALSE,0,FALSE,0,FALSE,0,TRUE,2171,FALSE,0,FALSE,0,301,646,45.29,39.71,0,0.26,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,68.98,111.58,97.83,5693.52,NA,NA,NA,5348.61,NA,NA,741.56,1591.53,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-06,5,0,5,2316,FALSE,0,FALSE,0,FALSE,0,TRUE,2176,FALSE,0,FALSE,0,301,635,41.43,39.86,0,0.26,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,12.32,102.07,98.2,5705.84,NA,NA,NA,5360.93,NA,NA,741.56,1564.42,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-07,65,0,65,2381,FALSE,0,FALSE,0,FALSE,0,TRUE,2241,FALSE,0,FALSE,0,318,640,39,40.93,0,0.67,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,160.14,96.08,100.84,5865.98,NA,NA,NA,5521.06,NA,NA,783.44,1576.74,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-08,55,1,54,2436,FALSE,0,FALSE,0,FALSE,0,TRUE,2296,FALSE,0,FALSE,0,317,617,37.43,39.86,1.8,0.67,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,135.5,92.21,98.2,6001.48,NA,NA,NA,5656.57,NA,NA,780.98,1520.08,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-09,48,0,48,2484,FALSE,0,FALSE,0,FALSE,0,TRUE,2344,FALSE,0,FALSE,0,290,579,36.43,37.86,0,0.67,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,118.26,89.75,93.27,6119.73,NA,NA,NA,5774.82,NA,NA,714.46,1426.46,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-10,34,1,33,2518,FALSE,0,FALSE,0,FALSE,0,TRUE,2378,FALSE,0,FALSE,0,273,562,36.71,38,2.9,0.67,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,83.76,90.44,93.62,6203.5,NA,NA,NA,5858.59,NA,NA,672.58,1384.58,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-11,27,0,27,2545,FALSE,0,FALSE,0,FALSE,0,TRUE,2405,FALSE,0,FALSE,0,262,552,36.43,37.43,0,0.67,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,66.52,89.75,92.21,6270.02,NA,NA,NA,5925.1,NA,NA,645.48,1359.94,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-12,21,0,21,2566,FALSE,0,FALSE,0,FALSE,0,TRUE,2426,FALSE,0,FALSE,0,255,556,34.43,36.79,0,0.41,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,51.74,84.82,90.64,6321.75,NA,NA,NA,5976.84,NA,NA,628.23,1369.8,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
2020-09-13,7,0,7,2573,FALSE,0,FALSE,0,FALSE,0,TRUE,2433,FALSE,0,FALSE,0,257,558,34.29,36.79,0,1.03,TRUE,10.1,3.7,4.3,10.2,11.1,6,40590,17.25,84.48,90.64,6339,NA,NA,NA,5994.09,NA,NA,633.16,1374.72,1,71,COVID19Tests,2021-06-08_07-46-56,day,all,GL
